sample_id,age,gender,race,image_path,gender_mapped,age_bin,skin_tone,subgroup
fairface_0008121,2,0,3,data\raw\images\fairface_0008121.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0002572,6,0,3,data\raw\images\fairface_0002572.jpg,Male,60+,Light,Male_60+_Light
fairface_0001088,2,0,6,data\raw\images\fairface_0001088.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0007959,1,1,2,data\raw\images\fairface_0007959.jpg,Female,0-19,Dark,Female_0-19_Dark
fairface_0004686,4,0,1,data\raw\images\fairface_0004686.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0009799,3,1,0,data\raw\images\fairface_0009799.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0004074,7,0,3,data\raw\images\fairface_0004074.jpg,Male,60+,Light,Male_60+_Light
fairface_0001669,5,0,4,data\raw\images\fairface_0001669.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0004645,5,0,6,data\raw\images\fairface_0004645.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0003091,5,0,5,data\raw\images\fairface_0003091.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0000413,3,0,0,data\raw\images\fairface_0000413.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0004929,6,1,5,data\raw\images\fairface_0004929.jpg,Female,60+,Medium,Female_60+_Medium
fairface_0005986,3,1,1,data\raw\images\fairface_0005986.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0004114,1,1,3,data\raw\images\fairface_0004114.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0006211,4,0,0,data\raw\images\fairface_0006211.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0000778,2,1,4,data\raw\images\fairface_0000778.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0000937,5,0,3,data\raw\images\fairface_0000937.jpg,Male,40-59,Light,Male_40-59_Light
fairface_0001025,3,1,1,data\raw\images\fairface_0001025.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0000409,4,0,4,data\raw\images\fairface_0000409.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0007859,7,0,1,data\raw\images\fairface_0007859.jpg,Male,60+,Medium,Male_60+_Medium
fairface_0002687,6,0,3,data\raw\images\fairface_0002687.jpg,Male,60+,Light,Male_60+_Light
fairface_0001490,0,0,6,data\raw\images\fairface_0001490.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0001416,3,1,5,data\raw\images\fairface_0001416.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0002584,3,0,6,data\raw\images\fairface_0002584.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0004536,3,1,0,data\raw\images\fairface_0004536.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0006505,4,0,5,data\raw\images\fairface_0006505.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0005850,6,0,3,data\raw\images\fairface_0005850.jpg,Male,60+,Light,Male_60+_Light
fairface_0001850,0,0,3,data\raw\images\fairface_0001850.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0001565,3,1,0,data\raw\images\fairface_0001565.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0000652,4,0,6,data\raw\images\fairface_0000652.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0008780,3,0,3,data\raw\images\fairface_0008780.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0005344,4,0,1,data\raw\images\fairface_0005344.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0005172,6,0,3,data\raw\images\fairface_0005172.jpg,Male,60+,Light,Male_60+_Light
fairface_0001447,4,0,0,data\raw\images\fairface_0001447.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0006838,5,0,2,data\raw\images\fairface_0006838.jpg,Male,40-59,Dark,Male_40-59_Dark
fairface_0005205,4,1,3,data\raw\images\fairface_0005205.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0006676,4,1,6,data\raw\images\fairface_0006676.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0006553,6,0,3,data\raw\images\fairface_0006553.jpg,Male,60+,Light,Male_60+_Light
fairface_0009775,1,0,2,data\raw\images\fairface_0009775.jpg,Male,0-19,Dark,Male_0-19_Dark
fairface_0007480,4,0,3,data\raw\images\fairface_0007480.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0009600,5,1,0,data\raw\images\fairface_0009600.jpg,Female,40-59,Light,Female_40-59_Light
fairface_0003451,3,0,2,data\raw\images\fairface_0003451.jpg,Male,20-39,Dark,Male_20-39_Dark
fairface_0007808,3,0,1,data\raw\images\fairface_0007808.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0005660,3,1,5,data\raw\images\fairface_0005660.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0004008,5,0,0,data\raw\images\fairface_0004008.jpg,Male,40-59,Light,Male_40-59_Light
fairface_0008398,1,0,1,data\raw\images\fairface_0008398.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0001298,3,0,4,data\raw\images\fairface_0001298.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0009749,3,1,2,data\raw\images\fairface_0009749.jpg,Female,20-39,Dark,Female_20-39_Dark
fairface_0006394,5,0,6,data\raw\images\fairface_0006394.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0002003,1,0,6,data\raw\images\fairface_0002003.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0006950,5,1,5,data\raw\images\fairface_0006950.jpg,Female,40-59,Medium,Female_40-59_Medium
fairface_0007009,5,1,3,data\raw\images\fairface_0007009.jpg,Female,40-59,Light,Female_40-59_Light
fairface_0006889,5,0,3,data\raw\images\fairface_0006889.jpg,Male,40-59,Light,Male_40-59_Light
fairface_0000887,1,0,2,data\raw\images\fairface_0000887.jpg,Male,0-19,Dark,Male_0-19_Dark
fairface_0008418,3,0,6,data\raw\images\fairface_0008418.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0004089,4,0,3,data\raw\images\fairface_0004089.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0004413,1,0,6,data\raw\images\fairface_0004413.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0002728,4,0,2,data\raw\images\fairface_0002728.jpg,Male,20-39,Dark,Male_20-39_Dark
fairface_0000371,3,0,2,data\raw\images\fairface_0000371.jpg,Male,20-39,Dark,Male_20-39_Dark
fairface_0001685,1,0,0,data\raw\images\fairface_0001685.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0004646,5,0,2,data\raw\images\fairface_0004646.jpg,Male,40-59,Dark,Male_40-59_Dark
fairface_0006462,4,1,5,data\raw\images\fairface_0006462.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0003685,4,1,5,data\raw\images\fairface_0003685.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0008431,3,0,2,data\raw\images\fairface_0008431.jpg,Male,20-39,Dark,Male_20-39_Dark
fairface_0002987,7,1,3,data\raw\images\fairface_0002987.jpg,Female,60+,Light,Female_60+_Light
fairface_0007507,3,1,3,data\raw\images\fairface_0007507.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0001777,3,1,5,data\raw\images\fairface_0001777.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0003030,1,0,6,data\raw\images\fairface_0003030.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0004227,3,1,3,data\raw\images\fairface_0004227.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0002868,2,1,0,data\raw\images\fairface_0002868.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0008830,0,0,6,data\raw\images\fairface_0008830.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0008334,4,1,6,data\raw\images\fairface_0008334.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0004655,4,0,1,data\raw\images\fairface_0004655.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0001517,1,1,2,data\raw\images\fairface_0001517.jpg,Female,0-19,Dark,Female_0-19_Dark
fairface_0007098,2,1,0,data\raw\images\fairface_0007098.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0004585,4,0,5,data\raw\images\fairface_0004585.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0008074,5,1,5,data\raw\images\fairface_0008074.jpg,Female,40-59,Medium,Female_40-59_Medium
fairface_0002894,5,1,3,data\raw\images\fairface_0002894.jpg,Female,40-59,Light,Female_40-59_Light
fairface_0009433,3,0,5,data\raw\images\fairface_0009433.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0006472,3,0,5,data\raw\images\fairface_0006472.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0009187,4,1,5,data\raw\images\fairface_0009187.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0001866,2,1,0,data\raw\images\fairface_0001866.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0002553,6,1,2,data\raw\images\fairface_0002553.jpg,Female,60+,Dark,Female_60+_Dark
fairface_0006386,8,0,4,data\raw\images\fairface_0006386.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0006039,3,1,0,data\raw\images\fairface_0006039.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0001187,3,0,2,data\raw\images\fairface_0001187.jpg,Male,20-39,Dark,Male_20-39_Dark
fairface_0009494,3,0,1,data\raw\images\fairface_0009494.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0006989,3,0,1,data\raw\images\fairface_0006989.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0007571,3,0,1,data\raw\images\fairface_0007571.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0008736,3,0,5,data\raw\images\fairface_0008736.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0005542,1,1,2,data\raw\images\fairface_0005542.jpg,Female,0-19,Dark,Female_0-19_Dark
fairface_0007622,3,1,0,data\raw\images\fairface_0007622.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0007093,3,0,0,data\raw\images\fairface_0007093.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0000224,1,0,2,data\raw\images\fairface_0000224.jpg,Male,0-19,Dark,Male_0-19_Dark
fairface_0002453,5,0,6,data\raw\images\fairface_0002453.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0009632,1,0,2,data\raw\images\fairface_0009632.jpg,Male,0-19,Dark,Male_0-19_Dark
fairface_0001927,1,0,1,data\raw\images\fairface_0001927.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0007597,3,0,6,data\raw\images\fairface_0007597.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0000145,2,0,0,data\raw\images\fairface_0000145.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0001387,2,1,3,data\raw\images\fairface_0001387.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0000237,1,0,6,data\raw\images\fairface_0000237.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0001893,3,1,3,data\raw\images\fairface_0001893.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0008199,8,0,5,data\raw\images\fairface_0008199.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0006497,6,0,3,data\raw\images\fairface_0006497.jpg,Male,60+,Light,Male_60+_Light
fairface_0009195,7,0,1,data\raw\images\fairface_0009195.jpg,Male,60+,Medium,Male_60+_Medium
fairface_0004626,7,0,6,data\raw\images\fairface_0004626.jpg,Male,60+,Medium,Male_60+_Medium
fairface_0002590,5,1,2,data\raw\images\fairface_0002590.jpg,Female,40-59,Dark,Female_40-59_Dark
fairface_0003968,3,1,2,data\raw\images\fairface_0003968.jpg,Female,20-39,Dark,Female_20-39_Dark
fairface_0003230,1,0,0,data\raw\images\fairface_0003230.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0008639,6,0,1,data\raw\images\fairface_0008639.jpg,Male,60+,Medium,Male_60+_Medium
fairface_0002636,0,1,3,data\raw\images\fairface_0002636.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0001809,6,1,2,data\raw\images\fairface_0001809.jpg,Female,60+,Dark,Female_60+_Dark
fairface_0005564,6,1,3,data\raw\images\fairface_0005564.jpg,Female,60+,Light,Female_60+_Light
fairface_0000328,4,0,4,data\raw\images\fairface_0000328.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0002822,5,0,3,data\raw\images\fairface_0002822.jpg,Male,40-59,Light,Male_40-59_Light
fairface_0003061,3,0,0,data\raw\images\fairface_0003061.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0004319,2,1,3,data\raw\images\fairface_0004319.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0000212,5,0,5,data\raw\images\fairface_0000212.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0008525,4,1,2,data\raw\images\fairface_0008525.jpg,Female,20-39,Dark,Female_20-39_Dark
fairface_0002946,3,1,0,data\raw\images\fairface_0002946.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0008496,2,0,5,data\raw\images\fairface_0008496.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0007843,3,0,6,data\raw\images\fairface_0007843.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0007050,3,1,1,data\raw\images\fairface_0007050.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0000613,1,1,2,data\raw\images\fairface_0000613.jpg,Female,0-19,Dark,Female_0-19_Dark
fairface_0000776,3,1,2,data\raw\images\fairface_0000776.jpg,Female,20-39,Dark,Female_20-39_Dark
fairface_0008438,5,0,1,data\raw\images\fairface_0008438.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0002232,1,1,0,data\raw\images\fairface_0002232.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0005911,1,0,0,data\raw\images\fairface_0005911.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0008755,1,1,6,data\raw\images\fairface_0008755.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0007782,4,1,1,data\raw\images\fairface_0007782.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0001535,2,0,0,data\raw\images\fairface_0001535.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0008022,3,1,3,data\raw\images\fairface_0008022.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0002333,3,1,6,data\raw\images\fairface_0002333.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0007974,5,0,3,data\raw\images\fairface_0007974.jpg,Male,40-59,Light,Male_40-59_Light
fairface_0009621,4,1,2,data\raw\images\fairface_0009621.jpg,Female,20-39,Dark,Female_20-39_Dark
fairface_0005802,4,1,3,data\raw\images\fairface_0005802.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0009594,4,0,2,data\raw\images\fairface_0009594.jpg,Male,20-39,Dark,Male_20-39_Dark
fairface_0009485,4,1,1,data\raw\images\fairface_0009485.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0004125,5,0,0,data\raw\images\fairface_0004125.jpg,Male,40-59,Light,Male_40-59_Light
fairface_0005714,5,0,4,data\raw\images\fairface_0005714.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0000382,4,1,1,data\raw\images\fairface_0000382.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0005302,1,1,2,data\raw\images\fairface_0005302.jpg,Female,0-19,Dark,Female_0-19_Dark
fairface_0001947,4,0,2,data\raw\images\fairface_0001947.jpg,Male,20-39,Dark,Male_20-39_Dark
fairface_0006854,3,1,6,data\raw\images\fairface_0006854.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0006915,3,1,6,data\raw\images\fairface_0006915.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0006371,3,0,6,data\raw\images\fairface_0006371.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0006636,4,0,5,data\raw\images\fairface_0006636.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0005026,1,1,3,data\raw\images\fairface_0005026.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0003303,1,1,6,data\raw\images\fairface_0003303.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0003799,1,1,2,data\raw\images\fairface_0003799.jpg,Female,0-19,Dark,Female_0-19_Dark
fairface_0001274,4,0,5,data\raw\images\fairface_0001274.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0000589,2,0,4,data\raw\images\fairface_0000589.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0004621,0,0,5,data\raw\images\fairface_0004621.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0005126,2,0,1,data\raw\images\fairface_0005126.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0009635,5,1,6,data\raw\images\fairface_0009635.jpg,Female,40-59,Medium,Female_40-59_Medium
fairface_0003017,3,0,0,data\raw\images\fairface_0003017.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0003244,4,1,1,data\raw\images\fairface_0003244.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0000693,1,0,4,data\raw\images\fairface_0000693.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0008470,2,0,0,data\raw\images\fairface_0008470.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0006786,3,0,6,data\raw\images\fairface_0006786.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0008872,4,0,6,data\raw\images\fairface_0008872.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0002373,6,1,5,data\raw\images\fairface_0002373.jpg,Female,60+,Medium,Female_60+_Medium
fairface_0009903,4,0,0,data\raw\images\fairface_0009903.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0008742,4,0,0,data\raw\images\fairface_0008742.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0001509,4,0,6,data\raw\images\fairface_0001509.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0003401,1,0,0,data\raw\images\fairface_0003401.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0004057,3,1,1,data\raw\images\fairface_0004057.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0002552,2,0,5,data\raw\images\fairface_0002552.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0005100,3,1,0,data\raw\images\fairface_0005100.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0003072,1,1,5,data\raw\images\fairface_0003072.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0000858,2,0,5,data\raw\images\fairface_0000858.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0001101,3,0,1,data\raw\images\fairface_0001101.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0004292,4,1,1,data\raw\images\fairface_0004292.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0009894,1,0,3,data\raw\images\fairface_0009894.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0005270,5,1,3,data\raw\images\fairface_0005270.jpg,Female,40-59,Light,Female_40-59_Light
fairface_0009103,3,0,6,data\raw\images\fairface_0009103.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0008950,3,0,1,data\raw\images\fairface_0008950.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0008773,3,1,2,data\raw\images\fairface_0008773.jpg,Female,20-39,Dark,Female_20-39_Dark
fairface_0005589,6,0,0,data\raw\images\fairface_0005589.jpg,Male,60+,Light,Male_60+_Light
fairface_0000875,5,0,2,data\raw\images\fairface_0000875.jpg,Male,40-59,Dark,Male_40-59_Dark
fairface_0006872,3,0,4,data\raw\images\fairface_0006872.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0004721,5,1,5,data\raw\images\fairface_0004721.jpg,Female,40-59,Medium,Female_40-59_Medium
fairface_0008988,3,0,0,data\raw\images\fairface_0008988.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0008107,7,0,4,data\raw\images\fairface_0008107.jpg,Male,60+,Medium,Male_60+_Medium
fairface_0003107,4,1,1,data\raw\images\fairface_0003107.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0002597,7,0,4,data\raw\images\fairface_0002597.jpg,Male,60+,Medium,Male_60+_Medium
fairface_0002557,3,0,1,data\raw\images\fairface_0002557.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0007718,1,1,0,data\raw\images\fairface_0007718.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0001221,3,1,2,data\raw\images\fairface_0001221.jpg,Female,20-39,Dark,Female_20-39_Dark
fairface_0000400,2,1,4,data\raw\images\fairface_0000400.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0008785,4,0,5,data\raw\images\fairface_0008785.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0004679,4,1,2,data\raw\images\fairface_0004679.jpg,Female,20-39,Dark,Female_20-39_Dark
fairface_0001615,6,0,1,data\raw\images\fairface_0001615.jpg,Male,60+,Medium,Male_60+_Medium
fairface_0008304,3,0,3,data\raw\images\fairface_0008304.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0005568,5,1,5,data\raw\images\fairface_0005568.jpg,Female,40-59,Medium,Female_40-59_Medium
fairface_0000383,5,0,4,data\raw\images\fairface_0000383.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0002757,4,1,5,data\raw\images\fairface_0002757.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0008824,0,0,2,data\raw\images\fairface_0008824.jpg,Male,0-19,Dark,Male_0-19_Dark
fairface_0002829,4,0,2,data\raw\images\fairface_0002829.jpg,Male,20-39,Dark,Male_20-39_Dark
fairface_0007541,0,0,5,data\raw\images\fairface_0007541.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0002276,3,0,1,data\raw\images\fairface_0002276.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0006863,7,0,1,data\raw\images\fairface_0006863.jpg,Male,60+,Medium,Male_60+_Medium
fairface_0009791,7,0,6,data\raw\images\fairface_0009791.jpg,Male,60+,Medium,Male_60+_Medium
fairface_0007904,6,0,3,data\raw\images\fairface_0007904.jpg,Male,60+,Light,Male_60+_Light
fairface_0009585,6,0,1,data\raw\images\fairface_0009585.jpg,Male,60+,Medium,Male_60+_Medium
fairface_0002594,4,1,3,data\raw\images\fairface_0002594.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0004154,3,0,2,data\raw\images\fairface_0004154.jpg,Male,20-39,Dark,Male_20-39_Dark
fairface_0005049,6,1,1,data\raw\images\fairface_0005049.jpg,Female,60+,Medium,Female_60+_Medium
