image_a,image_b,label,subgroup,synthetic_identity_a,synthetic_identity_b,split
data\raw\images\fairface_0004492.jpg,data\raw\images\fairface_0004532.jpg,1,Male_0-19_Medium,train_identity_0982,train_identity_0982,train
data\raw\images\fairface_0009576.jpg,data\raw\images\fairface_0009745.jpg,1,Female_60+_Light,train_identity_0777,train_identity_0777,train
data\raw\images\fairface_0008105.jpg,data\raw\images\fairface_0008121.jpg,1,Male_0-19_Light,train_identity_0912,train_identity_0912,train
data\raw\images\fairface_0002475.jpg,data\raw\images\fairface_0002525.jpg,1,Female_20-39_Light,train_identity_0319,train_identity_0319,train
data\raw\images\fairface_0006005.jpg,data\raw\images\fairface_0006060.jpg,1,Male_60+_Medium,train_identity_1725,train_identity_1725,train
data\raw\images\fairface_0007880.jpg,data\raw\images\fairface_0008292.jpg,1,Male_40-59_Dark,train_identity_1505,train_identity_1505,train
data\raw\images\fairface_0004748.jpg,data\raw\images\fairface_0004819.jpg,1,Male_0-19_Light,train_identity_0892,train_identity_0892,train
data\raw\images\fairface_0003299.jpg,data\raw\images\fairface_0003313.jpg,1,Male_40-59_Light,train_identity_1522,train_identity_1522,train
data\raw\images\fairface_0006406.jpg,data\raw\images\fairface_0006494.jpg,1,Male_20-39_Dark,train_identity_1079,train_identity_1079,train
data\raw\images\fairface_0000692.jpg,data\raw\images\fairface_0000743.jpg,1,Female_20-39_Light,train_identity_0290,train_identity_0290,train
data\raw\images\fairface_0005385.jpg,data\raw\images\fairface_0005567.jpg,1,Male_0-19_Dark,train_identity_0839,train_identity_0839,train
data\raw\images\fairface_0007266.jpg,data\raw\images\fairface_0007319.jpg,1,Male_20-39_Medium,train_identity_1425,train_identity_1425,train
data\raw\images\fairface_0004824.jpg,data\raw\images\fairface_0004870.jpg,1,Female_20-39_Light,train_identity_0359,train_identity_0359,train
data\raw\images\fairface_0004248.jpg,data\raw\images\fairface_0004258.jpg,1,Male_0-19_Medium,train_identity_0978,train_identity_0978,train
data\raw\images\fairface_0008950.jpg,data\raw\images\fairface_0008979.jpg,1,Male_20-39_Medium,train_identity_1465,train_identity_1465,train
data\raw\images\fairface_0006852.jpg,data\raw\images\fairface_0006891.jpg,1,Male_60+_Light,train_identity_1672,train_identity_1672,train
data\raw\images\fairface_0008568.jpg,data\raw\images\fairface_0008572.jpg,1,Female_0-19_Medium,train_identity_0198,train_identity_0198,train
data\raw\images\fairface_0003425.jpg,data\raw\images\fairface_0003428.jpg,1,Female_20-39_Medium,train_identity_0528,train_identity_0528,train
data\raw\images\fairface_0004880.jpg,data\raw\images\fairface_0004905.jpg,1,Male_20-39_Light,train_identity_1173,train_identity_1173,train
data\raw\images\fairface_0000585.jpg,data\raw\images\fairface_0000589.jpg,1,Male_0-19_Medium,train_identity_0932,train_identity_0932,train
data\raw\images\fairface_0004675.jpg,data\raw\images\fairface_0004719.jpg,1,Male_20-39_Light,train_identity_1169,train_identity_1169,train
data\raw\images\fairface_0001431.jpg,data\raw\images\fairface_0001450.jpg,1,Male_20-39_Medium,train_identity_1287,train_identity_1287,train
data\raw\images\fairface_0003373.jpg,data\raw\images\fairface_0003516.jpg,1,Male_40-59_Light,train_identity_1523,train_identity_1523,train
data\raw\images\fairface_0001603.jpg,data\raw\images\fairface_0001658.jpg,1,Female_0-19_Dark,train_identity_0006,train_identity_0006,train
data\raw\images\fairface_0007609.jpg,data\raw\images\fairface_0007637.jpg,1,Female_0-19_Medium,train_identity_0187,train_identity_0187,train
data\raw\images\fairface_0003668.jpg,data\raw\images\fairface_0003776.jpg,1,Male_20-39_Light,train_identity_1157,train_identity_1157,train
data\raw\images\fairface_0005532.jpg,data\raw\images\fairface_0005538.jpg,1,Male_40-59_Medium,train_identity_1595,train_identity_1595,train
data\raw\images\fairface_0002796.jpg,data\raw\images\fairface_0002823.jpg,1,Female_20-39_Medium,train_identity_0514,train_identity_0514,train
data\raw\images\fairface_0001578.jpg,data\raw\images\fairface_0001603.jpg,1,Female_0-19_Dark,train_identity_0006,train_identity_0006,train
data\raw\images\fairface_0006415.jpg,data\raw\images\fairface_0006425.jpg,1,Male_20-39_Medium,train_identity_1405,train_identity_1405,train
data\raw\images\fairface_0001270.jpg,data\raw\images\fairface_0001281.jpg,1,Female_20-39_Medium,train_identity_0481,train_identity_0481,train
data\raw\images\fairface_0007551.jpg,data\raw\images\fairface_0007558.jpg,1,Female_0-19_Medium,train_identity_0186,train_identity_0186,train
data\raw\images\fairface_0004283.jpg,data\raw\images\fairface_0004329.jpg,1,Female_20-39_Light,train_identity_0348,train_identity_0348,train
data\raw\images\fairface_0004249.jpg,data\raw\images\fairface_0004262.jpg,1,Female_40-59_Light,train_identity_0687,train_identity_0687,train
data\raw\images\fairface_0005721.jpg,data\raw\images\fairface_0005736.jpg,1,Female_0-19_Dark,train_identity_0023,train_identity_0023,train
data\raw\images\fairface_0002002.jpg,data\raw\images\fairface_0002010.jpg,1,Male_20-39_Light,train_identity_1129,train_identity_1129,train
data\raw\images\fairface_0002273.jpg,data\raw\images\fairface_0002337.jpg,1,Male_0-19_Light,train_identity_0873,train_identity_0873,train
data\raw\images\fairface_0004317.jpg,data\raw\images\fairface_0004324.jpg,1,Male_20-39_Medium,train_identity_1353,train_identity_1353,train
data\raw\images\fairface_0007083.jpg,data\raw\images\fairface_0007370.jpg,1,Female_60+_Light,train_identity_0773,train_identity_0773,train
data\raw\images\fairface_0005685.jpg,data\raw\images\fairface_0005715.jpg,1,Female_20-39_Medium,train_identity_0573,train_identity_0573,train
data\raw\images\fairface_0001220.jpg,data\raw\images\fairface_0001244.jpg,1,Male_20-39_Light,train_identity_1118,train_identity_1118,train
data\raw\images\fairface_0000279.jpg,data\raw\images\fairface_0000310.jpg,1,Male_60+_Medium,train_identity_1688,train_identity_1688,train
data\raw\images\fairface_0000042.jpg,data\raw\images\fairface_0000053.jpg,1,Male_20-39_Light,train_identity_1101,train_identity_1101,train
data\raw\images\fairface_0003315.jpg,data\raw\images\fairface_0003334.jpg,1,Male_20-39_Light,train_identity_1152,train_identity_1152,train
data\raw\images\fairface_0009276.jpg,data\raw\images\fairface_0009315.jpg,1,Female_20-39_Medium,train_identity_0653,train_identity_0653,train
data\raw\images\fairface_0009359.jpg,data\raw\images\fairface_0009399.jpg,1,Male_0-19_Medium,train_identity_1038,train_identity_1038,train
data\raw\images\fairface_0001545.jpg,data\raw\images\fairface_0001591.jpg,1,Male_20-39_Medium,train_identity_1290,train_identity_1290,train
data\raw\images\fairface_0000429.jpg,data\raw\images\fairface_0000472.jpg,1,Female_0-19_Light,train_identity_0042,train_identity_0042,train
data\raw\images\fairface_0003444.jpg,data\raw\images\fairface_0003476.jpg,1,Male_20-39_Medium,train_identity_1332,train_identity_1332,train
data\raw\images\fairface_0007293.jpg,data\raw\images\fairface_0007316.jpg,1,Female_60+_Medium,train_identity_0804,train_identity_0804,train
data\raw\images\fairface_0008803.jpg,data\raw\images\fairface_0008813.jpg,1,Female_20-39_Medium,train_identity_0643,train_identity_0643,train
data\raw\images\fairface_0000014.jpg,data\raw\images\fairface_0000188.jpg,1,Female_60+_Light,train_identity_0760,train_identity_0760,train
data\raw\images\fairface_0004655.jpg,data\raw\images\fairface_0004665.jpg,1,Male_20-39_Medium,train_identity_1362,train_identity_1362,train
data\raw\images\fairface_0006968.jpg,data\raw\images\fairface_0006987.jpg,1,Female_0-19_Light,train_identity_0080,train_identity_0080,train
data\raw\images\fairface_0005554.jpg,data\raw\images\fairface_0005653.jpg,1,Male_0-19_Medium,train_identity_0995,train_identity_0995,train
data\raw\images\fairface_0001036.jpg,data\raw\images\fairface_0001072.jpg,1,Male_0-19_Medium,train_identity_0939,train_identity_0939,train
data\raw\images\fairface_0008187.jpg,data\raw\images\fairface_0008205.jpg,1,Female_0-19_Medium,train_identity_0194,train_identity_0194,train
data\raw\images\fairface_0007456.jpg,data\raw\images\fairface_0007510.jpg,1,Male_60+_Medium,train_identity_1735,train_identity_1735,train
data\raw\images\fairface_0005315.jpg,data\raw\images\fairface_0005323.jpg,1,Female_0-19_Medium,train_identity_0162,train_identity_0162,train
data\raw\images\fairface_0002408.jpg,data\raw\images\fairface_0002414.jpg,1,Female_20-39_Medium,train_identity_0504,train_identity_0504,train
data\raw\images\fairface_0007946.jpg,data\raw\images\fairface_0007957.jpg,1,Female_20-39_Light,train_identity_0416,train_identity_0416,train
data\raw\images\fairface_0000294.jpg,data\raw\images\fairface_0000319.jpg,1,Female_20-39_Light,train_identity_0282,train_identity_0282,train
data\raw\images\fairface_0009213.jpg,data\raw\images\fairface_0009360.jpg,1,Female_40-59_Medium,train_identity_0746,train_identity_0746,train
data\raw\images\fairface_0007208.jpg,data\raw\images\fairface_0007223.jpg,1,Male_20-39_Light,train_identity_1207,train_identity_1207,train
data\raw\images\fairface_0009782.jpg,data\raw\images\fairface_0009817.jpg,1,Male_0-19_Dark,train_identity_0856,train_identity_0856,train
data\raw\images\fairface_0009631.jpg,data\raw\images\fairface_0009650.jpg,1,Female_20-39_Medium,train_identity_0659,train_identity_0659,train
data\raw\images\fairface_0006666.jpg,data\raw\images\fairface_0006675.jpg,1,Male_20-39_Dark,train_identity_1080,train_identity_1080,train
data\raw\images\fairface_0008697.jpg,data\raw\images\fairface_0008733.jpg,1,Female_20-39_Medium,train_identity_0641,train_identity_0641,train
data\raw\images\fairface_0005899.jpg,data\raw\images\fairface_0006012.jpg,1,Male_60+_Dark,train_identity_1640,train_identity_1640,train
data\raw\images\fairface_0005843.jpg,data\raw\images\fairface_0005893.jpg,1,Male_40-59_Light,train_identity_1534,train_identity_1534,train
data\raw\images\fairface_0007758.jpg,data\raw\images\fairface_0007892.jpg,1,Female_0-19_Light,train_identity_0086,train_identity_0086,train
data\raw\images\fairface_0008083.jpg,data\raw\images\fairface_0008133.jpg,1,Male_20-39_Medium,train_identity_1445,train_identity_1445,train
data\raw\images\fairface_0005531.jpg,data\raw\images\fairface_0005540.jpg,1,Female_20-39_Light,train_identity_0371,train_identity_0371,train
data\raw\images\fairface_0000537.jpg,data\raw\images\fairface_0000560.jpg,1,Female_20-39_Light,train_identity_0287,train_identity_0287,train
data\raw\images\fairface_0009055.jpg,data\raw\images\fairface_0009125.jpg,1,Male_0-19_Light,train_identity_0919,train_identity_0919,train
data\raw\images\fairface_0008735.jpg,data\raw\images\fairface_0008761.jpg,1,Female_20-39_Light,train_identity_0433,train_identity_0433,train
data\raw\images\fairface_0006813.jpg,data\raw\images\fairface_0006820.jpg,1,Male_20-39_Light,train_identity_1202,train_identity_1202,train
data\raw\images\fairface_0007643.jpg,data\raw\images\fairface_0007671.jpg,1,Male_20-39_Dark,train_identity_1085,train_identity_1085,train
data\raw\images\fairface_0008018.jpg,data\raw\images\fairface_0008071.jpg,1,Female_0-19_Medium,train_identity_0192,train_identity_0192,train
data\raw\images\fairface_0004274.jpg,data\raw\images\fairface_0004341.jpg,1,Male_40-59_Medium,train_identity_1584,train_identity_1584,train
data\raw\images\fairface_0001530.jpg,data\raw\images\fairface_0001557.jpg,1,Female_40-59_Light,train_identity_0681,train_identity_0681,train
data\raw\images\fairface_0002335.jpg,data\raw\images\fairface_0002360.jpg,1,Female_40-59_Medium,train_identity_0711,train_identity_0711,train
data\raw\images\fairface_0005751.jpg,data\raw\images\fairface_0005784.jpg,1,Female_20-39_Dark,train_identity_0251,train_identity_0251,train
data\raw\images\fairface_0007597.jpg,data\raw\images\fairface_0007612.jpg,1,Male_20-39_Medium,train_identity_1432,train_identity_1432,train
data\raw\images\fairface_0005544.jpg,data\raw\images\fairface_0005548.jpg,1,Male_40-59_Medium,train_identity_1596,train_identity_1596,train
data\raw\images\fairface_0004682.jpg,data\raw\images\fairface_0004690.jpg,1,Male_40-59_Medium,train_identity_1587,train_identity_1587,train
data\raw\images\fairface_0009847.jpg,data\raw\images\fairface_0009850.jpg,1,Male_0-19_Light,train_identity_0923,train_identity_0923,train
data\raw\images\fairface_0005784.jpg,data\raw\images\fairface_0005834.jpg,1,Female_20-39_Dark,train_identity_0251,train_identity_0251,train
data\raw\images\fairface_0006610.jpg,data\raw\images\fairface_0006669.jpg,1,Female_20-39_Dark,train_identity_0255,train_identity_0255,train
data\raw\images\fairface_0001719.jpg,data\raw\images\fairface_0001813.jpg,1,Female_0-19_Dark,train_identity_0007,train_identity_0007,train
data\raw\images\fairface_0003868.jpg,data\raw\images\fairface_0003880.jpg,1,Male_40-59_Light,train_identity_1525,train_identity_1525,train
data\raw\images\fairface_0007101.jpg,data\raw\images\fairface_0007195.jpg,1,Male_60+_Medium,train_identity_1732,train_identity_1732,train
data\raw\images\fairface_0007749.jpg,data\raw\images\fairface_0007757.jpg,1,Male_20-39_Medium,train_identity_1436,train_identity_1436,train
data\raw\images\fairface_0000794.jpg,data\raw\images\fairface_0000838.jpg,1,Male_20-39_Medium,train_identity_1270,train_identity_1270,train
data\raw\images\fairface_0007262.jpg,data\raw\images\fairface_0007268.jpg,1,Female_20-39_Light,train_identity_0404,train_identity_0404,train
data\raw\images\fairface_0003250.jpg,data\raw\images\fairface_0003251.jpg,1,Male_20-39_Light,train_identity_1150,train_identity_1150,train
data\raw\images\fairface_0001197.jpg,data\raw\images\fairface_0001233.jpg,1,Female_0-19_Medium,train_identity_0112,train_identity_0112,train
data\raw\images\fairface_0006087.jpg,data\raw\images\fairface_0006088.jpg,1,Male_20-39_Medium,train_identity_1397,train_identity_1397,train
data\raw\images\fairface_0002385.jpg,data\raw\images\fairface_0002428.jpg,1,Male_0-19_Dark,train_identity_0827,train_identity_0827,train
data\raw\images\fairface_0002141.jpg,data\raw\images\fairface_0002272.jpg,1,Female_0-19_Light,train_identity_0052,train_identity_0052,train
data\raw\images\fairface_0008614.jpg,data\raw\images\fairface_0008653.jpg,1,Male_0-19_Medium,train_identity_1029,train_identity_1029,train
data\raw\images\fairface_0003142.jpg,data\raw\images\fairface_0003146.jpg,1,Male_20-39_Light,train_identity_1147,train_identity_1147,train
data\raw\images\fairface_0008300.jpg,data\raw\images\fairface_0008324.jpg,1,Female_20-39_Medium,train_identity_0630,train_identity_0630,train
data\raw\images\fairface_0002285.jpg,data\raw\images\fairface_0002307.jpg,1,Female_20-39_Medium,train_identity_0501,train_identity_0501,train
data\raw\images\fairface_0004174.jpg,data\raw\images\fairface_0004205.jpg,1,Male_40-59_Light,train_identity_1527,train_identity_1527,train
data\raw\images\fairface_0004594.jpg,data\raw\images\fairface_0004597.jpg,1,Female_20-39_Medium,train_identity_0553,train_identity_0553,train
data\raw\images\fairface_0000758.jpg,data\raw\images\fairface_0000772.jpg,1,Male_20-39_Medium,train_identity_1269,train_identity_1269,train
data\raw\images\fairface_0005389.jpg,data\raw\images\fairface_0005410.jpg,1,Female_20-39_Light,train_identity_0369,train_identity_0369,train
data\raw\images\fairface_0001307.jpg,data\raw\images\fairface_0001315.jpg,1,Female_0-19_Medium,train_identity_0113,train_identity_0113,train
data\raw\images\fairface_0002115.jpg,data\raw\images\fairface_0002157.jpg,1,Female_20-39_Medium,train_identity_0499,train_identity_0499,train
data\raw\images\fairface_0004694.jpg,data\raw\images\fairface_0004800.jpg,1,Female_60+_Medium,train_identity_0797,train_identity_0797,train
data\raw\images\fairface_0005316.jpg,data\raw\images\fairface_0005333.jpg,1,Male_20-39_Medium,train_identity_1378,train_identity_1378,train
data\raw\images\fairface_0000335.jpg,data\raw\images\fairface_0000407.jpg,1,Male_40-59_Light,train_identity_1509,train_identity_1509,train
data\raw\images\fairface_0000773.jpg,data\raw\images\fairface_0000779.jpg,1,Male_0-19_Medium,train_identity_0935,train_identity_0935,train
data\raw\images\fairface_0008703.jpg,data\raw\images\fairface_0008807.jpg,1,Male_0-19_Light,train_identity_0916,train_identity_0916,train
data\raw\images\fairface_0008900.jpg,data\raw\images\fairface_0008929.jpg,1,Male_0-19_Light,train_identity_0918,train_identity_0918,train
data\raw\images\fairface_0007114.jpg,data\raw\images\fairface_0007174.jpg,1,Female_0-19_Medium,train_identity_0181,train_identity_0181,train
data\raw\images\fairface_0002879.jpg,data\raw\images\fairface_0002913.jpg,1,Female_20-39_Light,train_identity_0326,train_identity_0326,train
data\raw\images\fairface_0007210.jpg,data\raw\images\fairface_0007232.jpg,1,Male_40-59_Light,train_identity_1540,train_identity_1540,train
data\raw\images\fairface_0009573.jpg,data\raw\images\fairface_0009600.jpg,1,Female_40-59_Light,train_identity_0700,train_identity_0700,train
data\raw\images\fairface_0009529.jpg,data\raw\images\fairface_0009540.jpg,1,Male_20-39_Dark,train_identity_1096,train_identity_1096,train
data\raw\images\fairface_0006602.jpg,data\raw\images\fairface_0006664.jpg,1,Male_40-59_Medium,train_identity_1607,train_identity_1607,train
data\raw\images\fairface_0008123.jpg,data\raw\images\fairface_0008235.jpg,1,Male_0-19_Dark,train_identity_0850,train_identity_0850,train
data\raw\images\fairface_0005345.jpg,data\raw\images\fairface_0005375.jpg,1,Male_20-39_Medium,train_identity_1379,train_identity_1379,train
data\raw\images\fairface_0005337.jpg,data\raw\images\fairface_0005373.jpg,1,Female_20-39_Medium,train_identity_0566,train_identity_0566,train
data\raw\images\fairface_0007536.jpg,data\raw\images\fairface_0007545.jpg,1,Female_20-39_Medium,train_identity_0617,train_identity_0617,train
data\raw\images\fairface_0002514.jpg,data\raw\images\fairface_0002523.jpg,1,Male_20-39_Light,train_identity_1138,train_identity_1138,train
data\raw\images\fairface_0004620.jpg,data\raw\images\fairface_0005119.jpg,1,Female_40-59_Dark,train_identity_0672,train_identity_0672,train
data\raw\images\fairface_0001795.jpg,data\raw\images\fairface_0001840.jpg,1,Female_0-19_Light,train_identity_0050,train_identity_0050,train
data\raw\images\fairface_0008636.jpg,data\raw\images\fairface_0008723.jpg,1,Female_0-19_Medium,train_identity_0199,train_identity_0199,train
data\raw\images\fairface_0006802.jpg,data\raw\images\fairface_0006810.jpg,1,Male_20-39_Light,train_identity_1201,train_identity_1201,train
data\raw\images\fairface_0008336.jpg,data\raw\images\fairface_0008376.jpg,1,Male_40-59_Dark,train_identity_1506,train_identity_1506,train
data\raw\images\fairface_0008797.jpg,data\raw\images\fairface_0008823.jpg,1,Male_20-39_Medium,train_identity_1461,train_identity_1461,train
data\raw\images\fairface_0009956.jpg,data\raw\images\fairface_0009970.jpg,1,Male_20-39_Light,train_identity_1248,train_identity_1248,train
data\raw\images\fairface_0001703.jpg,data\raw\images\fairface_0001716.jpg,1,Female_20-39_Medium,train_identity_0491,train_identity_0491,train
data\raw\images\fairface_0007493.jpg,data\raw\images\fairface_0007497.jpg,1,Female_20-39_Medium,train_identity_0616,train_identity_0616,train
data\raw\images\fairface_0008321.jpg,data\raw\images\fairface_0008354.jpg,1,Male_20-39_Medium,train_identity_1451,train_identity_1451,train
data\raw\images\fairface_0003350.jpg,data\raw\images\fairface_0003370.jpg,1,Male_20-39_Medium,train_identity_1329,train_identity_1329,train
data\raw\images\fairface_0007603.jpg,data\raw\images\fairface_0007604.jpg,1,Female_20-39_Light,train_identity_0409,train_identity_0409,train
data\raw\images\fairface_0002832.jpg,data\raw\images\fairface_0002834.jpg,1,Male_0-19_Light,train_identity_0878,train_identity_0878,train
data\raw\images\fairface_0005591.jpg,data\raw\images\fairface_0005599.jpg,1,Male_40-59_Light,train_identity_1533,train_identity_1533,train
data\raw\images\fairface_0006186.jpg,data\raw\images\fairface_0006195.jpg,1,Female_20-39_Light,train_identity_0382,train_identity_0382,train
data\raw\images\fairface_0004623.jpg,data\raw\images\fairface_0004636.jpg,1,Male_20-39_Medium,train_identity_1361,train_identity_1361,train
data\raw\images\fairface_0006884.jpg,data\raw\images\fairface_0006912.jpg,1,Female_20-39_Medium,train_identity_0604,train_identity_0604,train
data\raw\images\fairface_0002979.jpg,data\raw\images\fairface_0003012.jpg,1,Male_40-59_Medium,train_identity_1574,train_identity_1574,train
data\raw\images\fairface_0003442.jpg,data\raw\images\fairface_0003635.jpg,1,Male_40-59_Light,train_identity_1523,train_identity_1523,train
data\raw\images\fairface_0004184.jpg,data\raw\images\fairface_0004187.jpg,1,Female_0-19_Medium,train_identity_0148,train_identity_0148,train
data\raw\images\fairface_0009084.jpg,data\raw\images\fairface_0009086.jpg,1,Female_0-19_Medium,train_identity_0202,train_identity_0202,train
data\raw\images\fairface_0006748.jpg,data\raw\images\fairface_0006773.jpg,1,Female_20-39_Dark,train_identity_0256,train_identity_0256,train
data\raw\images\fairface_0008713.jpg,data\raw\images\fairface_0008727.jpg,1,Female_20-39_Light,train_identity_0432,train_identity_0432,train
data\raw\images\fairface_0000303.jpg,data\raw\images\fairface_0000506.jpg,1,Female_40-59_Medium,train_identity_0703,train_identity_0703,train
data\raw\images\fairface_0002894.jpg,data\raw\images\fairface_0003000.jpg,1,Female_40-59_Light,train_identity_0684,train_identity_0684,train
data\raw\images\fairface_0008047.jpg,data\raw\images\fairface_0008108.jpg,1,Female_20-39_Medium,train_identity_0626,train_identity_0626,train
data\raw\images\fairface_0008613.jpg,data\raw\images\fairface_0008704.jpg,1,Male_0-19_Medium,train_identity_1029,train_identity_1029,train
data\raw\images\fairface_0003612.jpg,data\raw\images\fairface_0003644.jpg,1,Male_20-39_Medium,train_identity_1337,train_identity_1337,train
data\raw\images\fairface_0007441.jpg,data\raw\images\fairface_0007503.jpg,1,Female_0-19_Medium,train_identity_0185,train_identity_0185,train
data\raw\images\fairface_0006310.jpg,data\raw\images\fairface_0006327.jpg,1,Female_20-39_Medium,train_identity_0588,train_identity_0588,train
data\raw\images\fairface_0008185.jpg,data\raw\images\fairface_0008199.jpg,1,Male_0-19_Medium,train_identity_1025,train_identity_1025,train
data\raw\images\fairface_0009386.jpg,data\raw\images\fairface_0009595.jpg,1,Female_60+_Medium,train_identity_0813,train_identity_0813,train
data\raw\images\fairface_0007964.jpg,data\raw\images\fairface_0008002.jpg,1,Male_20-39_Medium,train_identity_1442,train_identity_1442,train
data\raw\images\fairface_0004741.jpg,data\raw\images\fairface_0004743.jpg,1,Male_20-39_Light,train_identity_1170,train_identity_1170,train
data\raw\images\fairface_0007165.jpg,data\raw\images\fairface_0007181.jpg,1,Female_0-19_Light,train_identity_0083,train_identity_0083,train
data\raw\images\fairface_0007228.jpg,data\raw\images\fairface_0007249.jpg,1,Female_20-39_Medium,train_identity_0610,train_identity_0610,train
data\raw\images\fairface_0005803.jpg,data\raw\images\fairface_0005809.jpg,1,Female_20-39_Light,train_identity_0376,train_identity_0376,train
data\raw\images\fairface_0002084.jpg,data\raw\images\fairface_0002091.jpg,1,Female_20-39_Light,train_identity_0311,train_identity_0311,train
data\raw\images\fairface_0007610.jpg,data\raw\images\fairface_0007665.jpg,1,Male_60+_Medium,train_identity_1736,train_identity_1736,train
data\raw\images\fairface_0000661.jpg,data\raw\images\fairface_0000705.jpg,1,Female_20-39_Medium,train_identity_0469,train_identity_0469,train
data\raw\images\fairface_0007976.jpg,data\raw\images\fairface_0007993.jpg,1,Female_0-19_Medium,train_identity_0191,train_identity_0191,train
data\raw\images\fairface_0000877.jpg,data\raw\images\fairface_0000941.jpg,1,Female_60+_Medium,train_identity_0784,train_identity_0784,train
data\raw\images\fairface_0001216.jpg,data\raw\images\fairface_0001226.jpg,1,Female_20-39_Dark,train_identity_0221,train_identity_0221,train
data\raw\images\fairface_0005124.jpg,data\raw\images\fairface_0005129.jpg,1,Female_20-39_Light,train_identity_0365,train_identity_0365,train
data\raw\images\fairface_0001502.jpg,data\raw\images\fairface_0001543.jpg,1,Male_0-19_Medium,train_identity_0947,train_identity_0947,train
data\raw\images\fairface_0004803.jpg,data\raw\images\fairface_0004839.jpg,1,Female_0-19_Medium,train_identity_0155,train_identity_0155,train
data\raw\images\fairface_0001299.jpg,data\raw\images\fairface_0001360.jpg,1,Male_20-39_Medium,train_identity_1285,train_identity_1285,train
data\raw\images\fairface_0007658.jpg,data\raw\images\fairface_0007674.jpg,1,Male_40-59_Medium,train_identity_1615,train_identity_1615,train
data\raw\images\fairface_0005334.jpg,data\raw\images\fairface_0005364.jpg,1,Female_0-19_Light,train_identity_0071,train_identity_0071,train
data\raw\images\fairface_0007426.jpg,data\raw\images\fairface_0007462.jpg,1,Male_20-39_Medium,train_identity_1428,train_identity_1428,train
data\raw\images\fairface_0003263.jpg,data\raw\images\fairface_0003277.jpg,1,Female_0-19_Light,train_identity_0058,train_identity_0058,train
data\raw\images\fairface_0006136.jpg,data\raw\images\fairface_0006156.jpg,1,Male_20-39_Medium,train_identity_1398,train_identity_1398,train
data\raw\images\fairface_0006367.jpg,data\raw\images\fairface_0006588.jpg,1,Female_0-19_Light,train_identity_0078,train_identity_0078,train
data\raw\images\fairface_0007694.jpg,data\raw\images\fairface_0007732.jpg,1,Male_20-39_Medium,train_identity_1435,train_identity_1435,train
data\raw\images\fairface_0000170.jpg,data\raw\images\fairface_0000197.jpg,1,Female_20-39_Light,train_identity_0279,train_identity_0279,train
data\raw\images\fairface_0008985.jpg,data\raw\images\fairface_0009001.jpg,1,Male_20-39_Medium,train_identity_1466,train_identity_1466,train
data\raw\images\fairface_0001923.jpg,data\raw\images\fairface_0001932.jpg,1,Male_20-39_Light,train_identity_1128,train_identity_1128,train
